	Pd1*	Pd2*	Pd3*	Pd4*	Pd4_3&1*	Pd5*	Pd5_4&1*	Pd6_1*	Pd6_2*	Pd6_3*	Pd6_4&2*	Pd6_5&1*	Pd7_1*	Pd7_2*	Pd7_3*	Pd7_4*	Pd7_5&2*	Pd7_6_1&1*	Pd7_6_2&1*	Pd7_6_3&1*	t
436	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.359999999999951
437	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.36999999999995
438	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.379999999999952
439	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.389999999999951
440	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.39999999999995
441	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.409999999999951
442	0.0	108.0	57.9	12.0	0.4	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.419999999999951
443	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.42999999999995
444	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.439999999999949
445	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.449999999999949
446	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.45999999999995
447	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.469999999999949
448	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.479999999999948
449	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.48999999999995
450	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.499999999999949
451	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.509999999999948
452	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.519999999999947
453	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.529999999999947
454	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.5399999999999485
455	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.549999999999947
456	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.559999999999946
457	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.569999999999948
458	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.579999999999948
459	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.589999999999947
460	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.5999999999999455
461	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.609999999999945
462	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.619999999999947
463	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.629999999999946
464	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.639999999999945
465	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.649999999999946
466	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.659999999999946
467	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.669999999999945
468	0.0	108.0	57.9	11.9	0.5	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.679999999999944
469	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.6899999999999435
470	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.699999999999945
471	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.709999999999944
472	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.719999999999943
473	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.7299999999999445
474	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.739999999999944
475	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.749999999999943
476	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.759999999999942
477	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.769999999999942
478	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.779999999999943
479	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.789999999999942
480	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.799999999999941
481	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.809999999999943
482	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.8199999999999426
483	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.8299999999999415
484	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.83999999999994
485	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.84999999999994
486	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.859999999999942
487	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.869999999999941
488	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.8799999999999395
489	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.889999999999941
490	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.899999999999941
491	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.90999999999994
492	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.919999999999939
493	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.929999999999938
494	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.93999999999994
495	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.949999999999939
496	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.959999999999938
497	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.969999999999939
498	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.979999999999939
499	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.989999999999938
500	0.0	108.0	57.9	11.8	0.6	1.1	0.0	0.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.0	4.999999999999937
